Date,Open,High,Low,Close,Volume,Adj Close
2015-04-13,68.50,68.50,67.40,68.15,3618900,63.998
2015-04-10,68.00,68.35,67.50,68.20,4243500,64.045
2015-04-09,66.50,67.95,66.05,67.65,6450500,63.528
2015-04-08,66.15,66.80,65.65,66.75,5872800,62.683
2015-04-07,65.45,65.45,65.45,65.45,000,61.462
2015-04-06,65.45,65.45,65.45,65.45,000,61.462
2015-04-03,65.45,65.45,65.45,65.45,000,61.462
2015-04-02,65.80,66.00,65.35,65.45,5466200,61.462
2015-04-01,67.75,67.75,65.80,66.10,5124900,62.073
2015-03-31,66.55,67.95,66.55,67.75,4219200,63.622
2015-03-30,66.60,67.50,66.50,66.90,2424000,62.824
2015-03-27,67.00,67.05,66.45,67.00,1654600,62.918
2015-03-26,66.40,67.00,66.40,66.95,2680800,62.871
2015-03-25,67.00,67.00,66.35,66.90,2281000,62.824
2015-03-24,65.80,66.85,65.70,66.75,3020900,62.683
2015-03-23,65.90,66.15,65.70,66.00,1866400,61.979
2015-03-20,66.00,66.40,65.25,65.50,3095800,61.509
2015-03-19,66.00,66.25,65.50,66.15,2140900,62.12
2015-03-18,65.60,65.90,65.15,65.70,2370200,61.697
2015-03-17,66.00,66.00,65.15,65.55,2108700,61.556
2015-03-16,64.90,65.75,64.75,65.55,2620300,61.556
2015-03-13,64.75,65.35,64.45,65.10,2865000,61.134
2015-03-12,66.20,66.20,64.25,64.55,3979500,60.617
2015-03-11,66.00,66.30,65.40,65.55,3036800,61.556
2015-03-10,66.75,67.20,66.75,67.00,3750100,61.979
2015-03-09,66.95,67.10,66.60,66.75,3759700,61.748
2015-03-06,67.30,67.50,67.10,67.20,4076100,62.164
2015-03-05,67.40,68.10,67.40,67.70,2438700,62.626
2015-03-04,68.05,68.45,67.50,67.65,2898000,62.58
2015-03-03,68.25,68.65,68.00,68.05,3266200,62.95
2015-03-02,69.50,69.50,68.30,68.50,4743800,63.366
2015-02-27,69.10,69.85,69.10,69.75,3260500,64.523
2015-02-26,69.30,69.50,68.60,69.30,2531100,64.106
2015-02-25,68.55,69.25,68.00,69.15,2531300,63.968
2015-02-24,69.00,69.00,67.70,68.40,2355200,63.274
2015-02-23,69.65,69.65,67.95,68.05,2447200,62.95
2015-02-20,68.15,68.15,68.15,68.15,000,63.043
2015-02-19,68.15,68.15,68.15,68.15,000,63.043
2015-02-18,67.80,68.20,67.45,68.15,1239700,63.043
2015-02-17,67.00,67.80,67.00,67.75,1954400,62.673
2015-02-16,67.25,67.70,67.00,67.20,2352000,62.164
2015-02-13,67.70,67.85,67.30,67.50,2081700,62.441
2015-02-12,67.75,67.75,67.00,67.30,2039800,62.256
2015-02-11,67.40,67.80,67.10,67.65,2513600,62.58
2015-02-10,68.00,68.00,67.20,67.40,1633300,62.349
